3aef1e89,0d97fb6b2e894966,bdb430e2b1b9c0fe
adaa33ef,844c9ef8967d1373,a68b575b9a12053a
6be18173,6f463de0dae4c697,d9e95f9eafc86db2
c62777fe,0888437ce32f9ed2,fe1ee716beb3da52
b1935322,ac574d2d9b7035ac,8d42399da84ebec3
f73c4289,10edf38843a092c2,294d938272654078
37f8103b,0c712332b0277405,9df6789b27244e17
2548f9d8,061b0856b99c8cc7,e800f89eef64aa3a
02f40723,a49e2c3f72777b90,6fe94f0108b4dc39
153962a3,a8cf50949cd63290,71bb57bf6dbeb252
9ac549db,9f70756feaa1afdf,ba0b8e25418392c8
23f7ce31,cbebb73f8a6f9826,d19170ff3db1c215
f0c481eb,65313cfce9f80103,68dbbf308037e42a
5720bdd6,daf64cb7bc598c15,f375bd37222cd23e
baf16f86,269e49aef20fbca8,832079d6bddab35e
f2fa54da,fec28f644ae96f4c,8c25dedaee21131a
d97b9348,c98b30dac2db1279,013304db3267e990
275977a0,41ae4536907d8c80,82253a5b76e90c13
0d82e898,b835dd6509d0745e,4d301b79b54a0530
e460c79b,c9d0286a4b1798f4,51e4db9fb86fb27d
3838ee0c,8d9d73331ac2c5a5,8c03b5895f92c3db
c2270356,601952c2ab9b92a0,d525ebd276efe83c
9090184f,c840ccab1d8aecde,7b39b8d9acac8f47
31dd675a,faaab071eecfac96,687b9e01bb3936e9
2aef10af,6a8a9588dced9c08,7a009587ac99eb1c
b9878cac,f2bb3beecc3bca08,74f56bc827c14ddf
c853681b,ec2a608934999355,977dae3117341a50
ecd3f16e,0c3c37dd664a59ea,a317c09cb6e7e88b
4ad5c349,636869724b7f729b,a7d8dadf66e300b5
72fc0088,8065bd9f735f5d9c,559e133f39425e0d
09a430e2,6af784e976c69f83,c5db13734c94821d
24eb4078,2e44107f888d2ffc,a456dea12836fede
2b48ac94,8ca2ab67cc7d47da,87608c4d0c9e8fd2
63317fa2,0d881a7929ea7c9d,649a87b92869ddd4
86207d49,9fd42d707e602ff2,8324cd70fe7b27cb
923e08e1,c5b1c7ce9b868b52,a27cfee7855534da
d16506eb,5cea4e88e1c987aa,edecd57938b013ba
038f1334,e5bf6573ddac16c3,edf8e012af31642b
2043458d,0dd3ff48b971cc4b,4018b1afa6ca150a
61711e74,1d6cc9e220298c9a,21f148accfd1522d
6a0d4cc6,bb2f60b4ffbe8be6,832f79f52cef9a62
4afbda0c,96c6ec75bc8cc68f,894a8361a1b48ab8
6ed48446,e4cbd9e7524ac061,9b562b0ff44a12f5
1ac2b2a5,5034d4e90a4ed891,8324c2ac56d7a8b8
ba83b13f,aa913cc814dff133,09de697dc3f50eb4
d58c31e0,f9cb74c1209ec25e,998af0bbc21e01c2
e7e22bae,35ea66f459206058,13f438ffee8bf2dd
368d93f5,8708410744bfc9d8,2529d888dbd1e1e7
b0cf5bdc,23701cdeb6e02c5f,83699c18f4472ed1
c66920d8,ebf3f0482dea0a39,4a884c7709f6f923
dcf457f5,0656dcad2624f9d9,9385dbdbfe8b0ca2
a924f108,a47598f7c4c3133e,8324c097cf78e9d0
8e00ab5d,8e7d1dc739458495,48f47796c2f693f5
90691f1d,066d0981e171e171,6ee95d9c298cc717
c4562e5b,5ada35b3f5aaab31,54dafdd94caa1bb5
32f38e19,ff2c217bf0e9ff38,243a333c8102f8ba
a4633026,140530f69062855f,a761856a6b8dd3a1
317a05e7,d1205d859a62084f,e251357f86f637e0
bc078fd8,345f10478359e282,ea1a50de937baf99
ec9c83ac,f2a4109b75df27f4,249732385fa9ad24
357540fc,36775ac49d8bb523,d2f62c94faacc413
64f06b15,550923a33b94d181,96dcb88400cd7dab
29d0a407,c7ef7f63164be9d5,f176ae62fa5b6d23
d2e217b8,bfbfe6a5595a97df,d72facc26ab97abc
b018c18f,43039617dc8e3731,83c6bc3d33f457ee
88d9a92c,4be03012d1a3d250,2cd4e01e4554a1e9
c2a7f263,513baa764317f9cb,5e6c8898a8b26923
d522d6c5,50d44469b5df29af,6c0d4dc507b8cba0
473e8ae2,f185371216ed9cdb,832f7c97cbac1ae4
08b47b40,0fb40299aca85f30,8f407381efadbe3c
58b1402a,327c8f5d965cc905,8ce3a9fc45b4066e
b838c48f,a35ab4af83bd509f,82ecbd7afbd75d18
ae45d659,dbc481d27c994b82,2a88f887e9e26178
bcce8a81,9b7d0a6a38a624e4,62f1540ffcf0be07
a81ba422,3ad3376fd25762d3,289cbfdfc1b83962
322c1655,5565457b42149a7f,17bc39d9d50d5cd8
6252e540,81fe712902db4914,fbbc6ec89e33e09f
27404c93,e58e53afa3e1dd52,9c7c0d6d064a6c6a
e94f22d4,4422b125628e8b34,3dbee2e4cd9583ff
16ddcd6e,de8370b7855c79bf,718c572a1c9bf7fe
d1c68b92,96ad2231d870f3a4,93ca69936997c5c6
549f4a54,7576a15af5afaae5,8f415f8810a196f2
baffcc86,f08a3dbcd9e0f98a,6d3ffdaa2a2c5cfc
f65e97b7,6c5057414a21b4a4,23b2ba1b46b39a97
eedb0f39,483c4d6f2c107964,a6138313e2ed2baa
0697038a,3a148f7affc7481b,abd988ae063af85c
1a43e50a,359dbfd3df92e820,a11559783a683f9e
e9989d74,dfc0fbef384ab78f,a1ffae9f4058f59d
f30a0dd2,d4734d6b48aa69a9,01318d605cb30073
baba687e,8f79d1afdca3dbbd,831e230353907ab3
8c6791b7,b10dc7e214503d41,532425ac09920c25
36d03e86,0db6ee94ea56f787,6ec99c858be2d0b8
fc606f09,82b1a66d6c99db82,8322c9755e170140
f7be2d9d,0f52f004fb645b84,8b35fb1d695eeb20
aa1611d4,1b5f1cf23c84c05d,e25c11921925609f
5b5830da,acf785e4250f9c44,8bdbe2b96d0b938c
737498aa,8718ac4bc807a5da,a29dc89895adbe0f
19c74c96,d10aee1798e62b73,57d859593912e5e0
718a4be4,3c251a84dcfd0c97,8328d8426d7869e9
0d850552,a713d7d6af550cb0,8143a08812fc571e
